Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,9,0.31,0.61,0.4024473973050719
100% Corpus,9,0.31,0.9099999999999999,0.3968938556914591
100% Corpus,9,0.31,symmetric,0.40157308510638406
100% Corpus,9,0.61,0.01,0.3991059570904316
100% Corpus,9,0.61,0.31,0.4092123978410905
100% Corpus,9,0.61,0.61,0.4242242381946011
100% Corpus,9,0.61,0.9099999999999999,0.4125058231257166
100% Corpus,9,0.61,symmetric,0.40968663279883155
100% Corpus,9,0.9099999999999999,0.01,0.4230556212507498
100% Corpus,9,0.9099999999999999,0.31,0.4125664177988115
100% Corpus,9,0.9099999999999999,0.61,0.4034947259070868
100% Corpus,9,0.9099999999999999,0.9099999999999999,0.4174612828848494
100% Corpus,9,0.9099999999999999,symmetric,0.4159974733600831
100% Corpus,9,symmetric,0.01,0.39158298497151983
100% Corpus,9,symmetric,0.31,0.4048987460030318
100% Corpus,9,symmetric,0.61,0.3998710704808784
100% Corpus,9,symmetric,0.9099999999999999,0.38883486326366085
100% Corpus,9,symmetric,symmetric,0.40660539960627323
100% Corpus,9,asymmetric,0.01,0.381478097927271
100% Corpus,9,asymmetric,0.31,0.4000957561480085
100% Corpus,9,asymmetric,0.61,0.40005438384295355
100% Corpus,9,asymmetric,0.9099999999999999,0.4504934191350518
100% Corpus,9,asymmetric,symmetric,0.39749644831458364
100% Corpus,10,0.01,0.01,0.438267132561099
100% Corpus,10,0.01,0.31,0.43979415819120476
100% Corpus,10,0.01,0.61,0.45710356850327943
100% Corpus,10,0.01,0.9099999999999999,0.4494405102396559
100% Corpus,10,0.01,symmetric,0.4450550710190151
100% Corpus,10,0.31,0.01,0.39852915330537475
100% Corpus,10,0.31,0.31,0.422845502785054
100% Corpus,10,0.31,0.61,0.423812050644566
100% Corpus,10,0.31,0.9099999999999999,0.42761607727104795
100% Corpus,10,0.31,symmetric,0.3982938981312488
100% Corpus,10,0.61,0.01,0.40386658516418394
100% Corpus,10,0.61,0.31,0.41659810509290435
100% Corpus,10,0.61,0.61,0.440927639887001
100% Corpus,10,0.61,0.9099999999999999,0.43345119641306773
100% Corpus,10,0.61,symmetric,0.41742959056155565
100% Corpus,10,0.9099999999999999,0.01,0.45187510794618396
100% Corpus,10,0.9099999999999999,0.31,0.4286755709375867
100% Corpus,10,0.9099999999999999,0.61,0.4524783737568955
100% Corpus,10,0.9099999999999999,0.9099999999999999,0.4456107935739995
100% Corpus,10,0.9099999999999999,symmetric,0.4351810490307425
100% Corpus,10,symmetric,0.01,0.42814087186493965
100% Corpus,10,symmetric,0.31,0.42971584436484883
100% Corpus,10,symmetric,0.61,0.42878680803870994
100% Corpus,10,symmetric,0.9099999999999999,0.445976931951643
100% Corpus,10,symmetric,symmetric,0.4216153565752867
100% Corpus,10,asymmetric,0.01,0.4301503222930698
100% Corpus,10,asymmetric,0.31,0.4418193411586813
100% Corpus,10,asymmetric,0.61,0.4647869893559541
100% Corpus,10,asymmetric,0.9099999999999999,0.4580041422232955
100% Corpus,10,asymmetric,symmetric,0.4314426218002911
